SK_precision,SK_accuracy,SK_TP,SK_FP,msSK_precision,msSK_accuracy,msSK_TP,msSK_FP,ConvRFI_precision,ConvRFI_accuracy,ConvRFI_TP,ConvRFI_FP,AOFlagger_precision,AOFlagger_accuracy,AOFlagger_TP,AOFlagger_FP
0.617243678178188,0.8055352565040563,0.03241932715413663,0.007826368974464017,1.1831284300552938,0.9384427309182705,0.43046258153106765,0.028236247229487706,0.8239532066006373,0.8695768297258983,0.39862255406797115,0.05978726142081325,1.0361664975579048,0.9157428013454924,0.2255406797116375,0.02075192491517768
1.0319596823312656,0.9149923911434135,0.07513001833352041,0.00697997412186465,1.1603017472187394,0.9353355352460827,0.4870168743218468,0.033669933748280395,0.891896118514731,0.88631759506959,0.4875593968645939,0.06253618916099181,1.054719989826082,0.918981057585479,0.22939349721255659,0.020223723206831194
0.6426555946249647,0.8145377160081465,0.030295128986522823,0.00689790503895112,1.122481046853148,0.9298643913687351,0.40014340889461075,0.030181069178595744,0.9180837603870408,0.8922532059750834,0.5449863924514773,0.06581151648503178,1.0784043717075382,0.9229498101574974,0.24488698401316755,0.02044378621731616
0.7249465659891906,0.8414759552798505,0.02318712365514683,0.004368177847717225,1.1253706056671633,0.9302970680313657,0.4225193344938786,0.03165745377439638,0.9401728485115408,0.8970462890282093,0.5895379698067977,0.06766108114235418,1.0774569258309312,0.9227945276157218,0.23511029936360264,0.019670469624127333
0.9313281903129804,0.8951501748592227,0.05971927800007526,0.0069949780849074775,1.1167180502250211,0.9289940287473791,0.3981536068637658,0.03043214777302259,0.9401619957801248,0.8970439811339215,0.6148790186019091,0.07057122858068988,1.0474925493755733,0.9177333235729568,0.22052607152264717,0.019768212076085066
1.0931455166735122,0.9253292085590493,0.06723926656248946,0.005425970782818682,1.0843694883059847,0.9239209102391899,0.36553833009184833,0.03009978789079989,0.9193365922738511,0.8925302249453715,0.5954514283144653,0.07169844703111272,1.0474379744994553,0.917723835638001,0.22764218502321504,0.020408673179632384
0.6389626724820594,0.8132497240889893,0.06378476420798065,0.014647188879286607,1.0116007005288328,0.9112744885107563,0.3807582790498108,0.037072225205896224,0.8916935490194013,0.8862705893599522,0.5853453992276787,0.07511361436816236,1.0188817414669054,0.9126206977072275,0.20828295042321646,0.019942150044573365
0.8360164704543563,0.87269485775486,0.06100302713802687,0.008898871098163527,1.0196905205677935,0.9127690898067836,0.3704969109030077,0.03540740272951798,0.8780104012027495,0.8830560237815749,0.5937262121829029,0.07862774520288794,1.0136411877620626,0.9116536359319746,0.19635681283081663,0.019028510159841958
1.01626658837639,0.9121393146659357,0.0742173541521013,0.007148894357078321,1.107819498010029,0.9276305078119843,0.32934824827157616,0.02569424493880208,0.8610221449577204,0.8789555778375668,0.5716227763536084,0.07872041591548455,0.972478489530965,0.9037161286974092,0.18553561718325176,0.019767366012010585
0.9879275902878611,0.9067673003186186,0.06054890191568732,0.006225563699042868,0.8445800092899616,0.8748694780580875,0.3166423582868202,0.04528861110721843,0.8396373146061731,0.8736182452712395,0.5537612543124001,0.08010972687397525,0.9799301162976711,0.905198796334632,0.18800661935881974,0.019689877941114646
1.0041724447014908,0.9098817953258659,0.07625188726723704,0.007552281207117502,1.0126603493173427,0.9114715671501359,0.30779441368897836,0.029895125713054426,0.8276144661631868,0.8705299667554934,0.5229743331655763,0.0777796364131236,0.94388590121034,0.8978332066440756,0.17190488173125315,0.019561506968937478
1.2703390813436681,0.9490716151229791,0.06835292143349016,0.003667904333839424,0.792688569848192,0.8611928477223519,0.2934858716849238,0.04730408315634478,0.8039631718291698,0.8642671861346057,0.5103611501715767,0.08015201330295357,0.9531081653836555,0.8997646811456613,0.1751760614319856,0.01951491177773817
0.9712837575389557,0.9034764915808629,0.06051502371335984,0.006465162575132685,0.8815937809893466,0.8839054031646916,0.2640455044406746,0.03468047177272902,0.7862298337344591,0.85940551017803,0.4877651668338594,0.07979596822660402,0.9513424074274265,0.8993973967807701,0.1663979327622519,0.018612534643861468
0.937254258840527,0.896423982561067,0.06098819880291759,0.007046793554912256,0.8853114795834599,0.8847809514753613,0.26774420238931834,0.03486651944285738,0.7774345279322036,0.85694065869512,0.46731771148859863,0.07801492823022654,0.9183905922456943,0.8923211088647095,0.15714251096517798,0.018962827577253996
1.0445754213680036,0.9172247775218533,0.07184796818701517,0.0064839412290530925,0.9199327080932966,0.8926618145582129,0.2507914527656434,0.030156436654004897,0.75029412584335,0.8491072353506963,0.45723877503609933,0.08125478149006968,0.924517113871482,0.8936690697851979,0.15760272943019957,0.018751957957695523
1.2412033826033366,0.9457295318227915,0.057689228928454066,0.0033104829207300326,0.869016344957144,0.8809003615070542,0.22940031513578646,0.031015419900723037,0.738721321146383,0.8456612106141832,0.44844917803486717,0.08184495442175747,0.9163960708238753,0.8918790413833874,0.15714237565196876,0.019050099291972437
1.0022671888721109,0.9095214263216811,0.07940999709456205,0.007899652570003617,0.90012428497351,0.8882126481350553,0.22396946504121343,0.02818801719175542,0.7328793453136889,0.843897349365114,0.4393380377547731,0.08126797917998634,0.944537912532758,0.8979708378315263,0.1630945700150844,0.018531116637429762
0.8228903375413087,0.8692990177662883,0.0664184149571655,0.009986151940691202,0.7843340245689571,0.8588772377431418,0.23159815732213246,0.03805406670315349,0.7036659385310688,0.8348297015715398,0.42246382433236174,0.08358408404594261,0.9233597854404204,0.8934155777971141,0.15486916913255977,0.018475882130615143
0.9642465305431525,0.9020541421028234,0.05672018161791529,0.006158728827185091,0.9323083861064395,0.8953618182926456,0.22668593346579258,0.02649208779276099,0.6986220433556352,0.8332220244778217,0.41660557249664426,0.08338789894061165,0.9373322923371308,0.8964406641915562,0.1548993982666964,0.017894412248794313
0.874028794543025,0.8821059333011191,0.0482785990673678,0.006452468080875983,0.8437085577055239,0.8746496454402154,0.21235903032708273,0.0304342200151173,0.6757353302623949,0.8257697236645417,0.4086979528392367,0.08623173654867913,0.9104718619193832,0.8905565802126888,0.15297483215927507,0.018799578987898267
1.0393926288022193,0.9163141971985594,0.06502509103196935,0.005938658335627561,0.921358036403908,0.8929758741816844,0.2051590572467132,0.024588535245322767,0.6741007011087499,0.8252275357458121,0.39557298821716297,0.08377721652322756,0.9259380938235116,0.893979583335549,0.16300486030185032,0.01933136229247214
0.9402738799903978,0.8970677717420651,0.07378523924884657,0.008466338138176226,0.8444001357466755,0.8748241301844183,0.2139336800037033,0.030611106339358318,0.6610710713949144,0.8208581539838892,0.39298841174564475,0.08576471976476953,0.9170587151984898,0.8920260870962357,0.15601092474578362,0.018884100189683863
1.0093176690425028,0.910848532961569,0.055507751542287105,0.005432953233079888,0.6871678978936181,0.8295247127422923,0.21593769597619847,0.04437726831502652,0.6451483895208308,0.815403250693703,0.38323100033543833,0.08675854166038419,0.9245868593516603,0.8936843292970525,0.15521752446512171,0.01846519478677737
0.8425491222702091,0.8743566530838967,0.06187641675287307,0.00889152048947771,0.8103015301041597,0.8659701872849025,0.21118591754710261,0.03268612406352026,0.6510693256893261,0.8174465518387675,0.3847519233921798,0.08592340397536163,0.9429253977092233,0.8976301570251766,0.16323536893516713,0.01861610704035395
1.1043344836360818,0.9270899510135872,0.06163461486475527,0.0048471917791094036,0.8326720699046024,0.8718368555203306,0.21379912522099254,0.03142923816746814,0.6340629611227924,0.8115302157317246,0.36647455409518764,0.08511005358913883,0.9283527957087805,0.8945054127759281,0.16502938457296404,0.019462941818697024
1.0819848174610804,0.9235340489886624,0.057052624979755606,0.0047237925137113826,0.8562372040534525,0.8777784689477688,0.19179148533783325,0.026704971482008812,0.6423017534016121,0.8144146034925194,0.3698585765708345,0.08428182683639857,0.9311997255794352,0.8951224088167812,0.16723699264932526,0.019594429513804055
1.004364123009648,0.9099179785779428,0.06251115507502494,0.006188614076387959,0.8195469199956408,0.8684218378603363,0.20705830302085715,0.031372254565094786,0.625936154181444,0.8086514357975476,0.361796476127511,0.08561072567963406,0.9399514672934398,0.8969992020068277,0.16824492648334216,0.019319260984086057
